split	genre	dataset	year	sid	score	sentence1	sentence2
train	main-news	headlines	2015	0220	2.60	"يتخلى الفيدراليون عن استئناف ""حبوب منع الحمل في الصباح""."	الولايات المتحدة تسمح بتناول حبوب منع الحمل في الصباح التالي للفتيات في أي عمر
train	main-news	headlines	2015	0221	3.00	الشرطة تطلق الغاز المسيل للدموع على المتظاهرين في بانكوك	الشرطة تطلق الغاز المسيل للدموع على المتظاهرين
train	main-news	headlines	2015	0222	3.60	إطلاق نار واحتجاجات تفسد التصويت في تايلاند	المتظاهرون التايلانديون يعطلون التصويت المسبق
train	main-news	headlines	2015	0223	2.20	العقود الآجلة لمؤشر الأسهم الصينية تغلق على انخفاض – 23 أبريل	أغلقت العقود الآجلة لمؤشر الأسهم الصينية على ارتفاع – 4 ديسمبر
train	main-news	headlines	2015	0227	0.80	مقتل سبعة فلبينيين في هجوم باليمن	مقتل جنود سوريين في انفجار قنبلة
train	main-news	headlines	2015	0229	1.40	إسرائيل تنهي قضية الغارات الجوية؛ الفلسطينيون ينتقدون	الزوارق الحربية الإسرائيلية تطلق النار باتجاه الصيادين الفلسطينيين
train	main-news	headlines	2015	0232	4.40	المتظاهرون يسقطون تمثال لينين في كييف	المتظاهرون الأوكرانيون يسقطون تمثال لينين في كييف
train	main-news	headlines	2015	0240	3.60	إيران تحبط محاولات تخريب نووية	إيران تقول إنها رصدت عملا تخريبيا في منشأة نووية
train	main-news	headlines	2015	0245	3.20	ارتفع اليوان الصيني إلى 6.1184 مقابل الدولار الأمريكي يوم الثلاثاء	ارتفع اليوان الصيني إلى 6.168 مقابل الدولار الأمريكي يوم الاثنين
train	main-news	headlines	2015	0250	1.20	المتظاهرون يتجمعون في البرازيل رغم التنازلات	وتستمر الاحتجاجات في أوكرانيا رغم التنازلات
train	main-news	headlines	2015	0255	4.20	الملكة تزور موقع هجوم جندي في لندن	الملكة إليزابيث الثانية تزور ثكنات جندي بريطاني قُتل الأسبوع الماضي
train	main-news	headlines	2015	0257	4.20	تراجع القوات الهندية والصينية إلى الحدود الفعلية في اتفاق المواجهة	وتقول الهند إن الصين وافقت على التراجع إلى الحدود الفعلية في اتفاق المواجهة
train	main-news	headlines	2015	0258	2.40	الإغاثة في بوسطن مع القبض على المشتبه به الثاني	الشرطة تؤكد كيفية القبض على المشتبه به
train	main-news	headlines	2015	0259	4.60	الجيش السوري يستعيد قلعة صليبية من المتمردين	الجيش السوري يستعيد القلعة الصليبية التاريخية
train	main-news	headlines	2015	0262	5.00	السعودية تمنح الجيش اللبناني 3 مليارات دولار	السعودية تمنح الجيش اللبناني 3 مليارات دولار
train	main-news	headlines	2015	0265	0.80	إطلاق سراح موظفي الصليب الأحمر في أوكرانيا	اختطاف أعضاء الصليب الأحمر في سوريا
train	main-news	headlines	2015	0267	0.60	المبعوث السوري يقول لا محادثات سلام دون معارضة	سوريا: كاميرون وأوباما يقتربان غرباً من التدخل
train	main-news	headlines	2015	0268	4.20	الملكة لتسمية أكبر شركة طيران على الإطلاق	الملكة تسمي حاملة طائرات عملاقة
train	main-news	headlines	2015	0269	3.40	مسلحون بنغاليون يهربون من سيارة السجن في كمين قنبلة	نصب كمين لشاحنة سجن بنجلاديش
train	main-news	headlines	2015	0270	3.40	العثور على حطام طائرة الخطوط الجوية الجزائرية التي تقل 116 شخصا في مالي	العثور على حطام طائرة الخطوط الجوية الجزائرية الرحلة AH5017 في مالي
train	main-news	headlines	2015	0273	0.60	الفلسطينيون المتنفذون يسعون إلى دولة ديمقراطية واحدة	الجامعة العربية تدعم الموقف الفلسطيني في محادثات السلام
train	main-news	headlines	2015	0274	1.40	عشرات القتلى في تحطم طائرة روسية	مقتل عشرة في حادث تحطم طائرة في ألاسكا
train	main-news	headlines	2015	0276	4.00	تجار التجزئة في الولايات المتحدة يوافقون على اتفاقية سلامة المصانع في بنجلاديش	70 تاجر تجزئة يوافقون على اتفاقية سلامة المصانع الجديدة في بنجلاديش
train	main-news	headlines	2015	0277	3.20	بدء إغلاق الحكومة الأمريكية - تحديثات حية	يبدأ إغلاق الحكومة بسبب نزاع الرعاية الصحية
train	main-news	headlines	2015	0285	3.00	انتحاري يقتل 14 شخصا في أفغانستان	مقتل شخص في تفجير انتحاري في العاصمة الأفغانية
train	main-news	headlines	2015	0286	4.00	الصين تطلق المسبار والمركبة الجوالة إلى القمر	الصين تطلق أول مهمة للمركبة الفضائية على القمر
train	main-news	headlines	2015	0287	1.80	كل الأنظار على رحلة خورشيد ...	وزراء مالية الاتحاد الأوروبي يناقشون...
train	main-news	headlines	2015	0288	3.80	أستراليا تخفض أسعار الفائدة إلى مستوى قياسي	أستراليا تخفض أسعار الفائدة إلى مستوى قياسي منخفض 2.75%
train	main-news	headlines	2015	0289	3.20	وكالة الأنباء الصينية تنتقد التأخير في البحث عن الطائرة	عشر سفن صينية على أهبة الاستعداد للبحث عن الطائرات
train	main-news	headlines	2015	0291	1.60	الكلمات المتقاطعة الكلاسيكية - السبت 1 يونيو	الكلمات المتقاطعة الكلاسيكية - السبت 20 أبريل
train	main-news	headlines	2015	0292	3.40	كوريا الشمالية تختبر 30 صاروخا قصير المدى	كوريا الشمالية تطلق صواريخ قصيرة المدى
train	main-news	headlines	2015	0295	5.00	مقتل دبلوماسي فلسطيني في انفجار براغ	مقتل دبلوماسي فلسطيني في انفجار في براغ
train	main-news	headlines	2015	0298	2.40	"مبتدئ ""يقود عبارة كوريا الجنوبية"""	القبض على قبطان العبارة في كوريا الجنوبية
train	main-news	headlines	2015	0300	1.60	الرئيس الصيني يلتقي نائب الرئيس الهندي	الرئيس الصيني يلتقي وزير الخارجية الأمريكي
train	main-news	headlines	2015	0303	4.60	قالت الشرطة إن فتاة مراهقة قُتلت في شرق لندن، وأصيبت شيريكا مارش برصاصة في رقبتها	"إطلاق النار على هاكني: المراهق شيريكا مارش ""نزف حتى الموت بعد إصابته برصاصة في رقبته"""
train	main-news	headlines	2015	0304	1.60	ارتفاع عدد قتلى هجوم نيروبي إلى 59	ارتفاع عدد قتلى أعمال العنف في مصر إلى 638
train	main-news	headlines	2015	0308	4.00	سفينة السلام الصينية تغادر إلى الفلبين يوم الخميس	الصين ترسل فريق مساعدات إلى الفلبين
train	main-news	headlines	2015	0311	0.00	مقتل معارضين إيرانيين في العراق	فرنسا تفقد نفوذها في أوروبا
train	main-news	headlines	2015	0312	0.40	وفاة جيمس غاندولفيني عن عمر يناهز 51 عاماً	وفاة نيلسون مانديلا عن عمر يناهز 95 عاما
train	main-news	headlines	2015	0314	4.20	"ما يقرب من تسعة ملايين شخص في ""ديون شديدة"""	"قنبلة الديون البريطانية الموقوتة: تسعة ملايين يعانون من ""ديون خطيرة"""
train	main-news	headlines	2015	0316	5.00	تم التحديث - انفجاران بالقرب من خط النهاية لماراثون بوسطن	أنباء عن انفجارين عند خط النهاية لماراثون بوسطن
train	main-news	headlines	2015	0317	1.00	مقتل 12 شخصا في انفجار قنبلة في قطار باكستاني	مقتل خمسة أشخاص في انفجار قنبلة في شرق الهند
train	main-news	headlines	2015	0319	4.80	الحرب الباردة الجديدة	حرب باردة جديدة؟
train	main-news	headlines	2015	0329	5.00	"""سيدات"" كوبا يتسلمن جائزة الاتحاد الأوروبي بعد 8 سنوات"	"""سيدات"" كوبا يتسلمن جائزة الاتحاد الأوروبي بعد 8 سنوات"
train	main-news	headlines	2015	0331	0.60	مقتل 14 شخصا في حادث حافلة بالبرازيل	مقتل شخصين في حادث القفز بالمظلات في أريزونا
train	main-news	headlines	2015	0335	1.80	الولايات المتحدة: الأسد استخدم الأسلحة الكيميائية ضد المتمردين السوريين	الأسد يوافق على تسليم الأسلحة الكيميائية
train	main-news	headlines	2015	0336	3.40	انخفاض عدد القتلى في بنجلاديش إلى 194	مقتل ما لا يقل عن 200 شخص في انهيار مبنى في بنجلاديش
train	main-news	headlines	2015	0340	2.80	مراهقون إسرائيليون مفقودون في الضفة الغربية	إسرائيل تعثر على جثث ثلاثة مراهقين مفقودين في الضفة الغربية
train	main-news	headlines	2015	0341	3.40	الرئيس ينعي وفاة مانديلا	العالم ينعي رحيل مانديلا
train	main-news	headlines	2015	0347	3.20	انفجاران قرب السفارة الإيرانية في بيروت يوقعان 7 قتلى	انفجار قرب السفارة الإيرانية في بيروت
train	main-news	headlines	2015	0351	2.20	افتتحت أسهم سنغافورة مرتفعة بنسبة 0.31% يوم الاثنين	افتتحت الأسهم السنغافورية على انخفاض يوم الاثنين
train	main-news	headlines	2015	0353	2.40	انتحاري يقتل 23 مجندا في الجيش العراقي	انتحاري يقتل 13 مجندا بالجيش العراقي في بغداد
train	main-news	headlines	2015	0360	4.60	العملاء الصم يرفعون دعوى قضائية ضد ستاربكس ويقولون إنهم يتعرضون للسخرية	رواد ستاربكس الصم في نيويورك يرفعون دعوى قضائية ويقولون إنهم يتعرضون للسخرية
train	main-news	headlines	2015	0361	4.80	إجلاء الآلاف في حريق مترو موسكو	إجلاء الآلاف بعد اندلاع حريق في مترو موسكو
train	main-news	headlines	2015	0364	0.40	مقتل 38 شخصا في الأمطار والفيضانات في باكستان	ثلاثة قتلى في انهيار ملعب البرازيل
train	main-news	headlines	2015	0365	3.00	مقتل 7 على يد مقاتلي الحوثيين الشيعة شمال اليمن	مقتل 5 على الأقل في صراع طائفي شمال اليمن
train	main-news	headlines	2015	0368	0.40	الأمم المتحدة: إيران مستبعدة من محادثات السلام السورية	قتلى كثيرون في غارة جوية سورية
train	main-news	headlines	2015	0374	0.40	كيري يدعو الكونجرس إلى إنهاء الإغلاق	الكونجرس البرازيلي يوافق على تشريع الإنترنت
train	main-news	headlines	2015	0381	1.00	المشتبه بهم في مؤامرة قطار كندا يرفضون الاتهامات	تم إطلاق سراح الكنديين في مصر، ولم يعودوا بعد إلى وطنهم
train	main-news	headlines	2015	0383	2.80	انفصاليو شرق أوكرانيا يطالبون بالانضمام إلى روسيا	برلمان القرم يصوت لصالح الانضمام إلى روسيا
train	main-news	headlines	2015	0384	0.00	رود يؤدي اليمين الدستورية كرئيس وزراء أستراليا الجديد	المسلمون يختبئون كطائفيين ...
train	main-news	headlines	2015	0386	0.00	تشير صخور القمر إلى مدار الأرض الذي ولد نتيجة الاصطدام	مقتل وزير هندي في حادث تصادم
train	main-news	headlines	2015	0389	5.00	بلاك بيري تخسر 965 مليون دولار في الربع الثاني	بلاك بيري تخسر 965 مليون دولار في الربع الثاني
train	main-news	headlines	2015	0393	1.60	وتعارض مصر بشدة العمل العسكري ضد سوريا	ردود الفعل على احتمال القيام بعمل عسكري ضد سوريا
train	main-news	headlines	2015	0396	1.80	المتمردون الموالون لروسيا أسقطوا الطائرة الماليزية: أوكرانيا	روسيا تعد مقترحات مضادة بشأن أوكرانيا
train	main-news	headlines	2015	0397	0.40	لا جدال مع جاكرتا على متن القوارب: أبوت	لا اتفاق في المحادثات النووية الإيرانية
train	main-news	headlines	2015	0401	4.60	وتعتقد الولايات المتحدة أن سوريا ربما استخدمت الأسلحة الكيميائية	تعتقد الولايات المتحدة أن الحكومة السورية استخدمت الأسلحة الكيميائية
train	main-news	headlines	2015	0405	0.00	المعارضة المصرية تنتقد خطاب الرئيس	حزب المعارضة الباكستاني يقاطع الانتخابات الرئاسية
train	main-news	headlines	2015	0406	1.00	وشهدت الحرب السورية استمرارها لسنوات	النظام السوري يطلق سراح مئات السجناء
train	main-news	headlines	2015	0407	1.00	وتقول روسيا إن صواريخ باليستية أطلقت في البحر الأبيض المتوسط	إسرائيل تقول إنها أجرت تجربة صاروخية مشتركة مع الولايات المتحدة في البحر الأبيض المتوسط
train	main-news	headlines	2015	0409	3.00	ثوران بركان في إندونيسيا - إجلاء 100 ألف شخص وإغلاق المطارات	ثوران بركاني يغلق 3 مطارات
train	main-news	headlines	2015	0411	1.40	49 قتيلا و148 جريحا في هجمات عنيفة بالعراق	مقتل شخصين وإصابة 11 آخرين في هجمات بالعراق
train	main-news	headlines	2015	0412	1.40	الرئيس الأوكراني يانوكوفيتش يقول إنه لا يعتزم الاستقالة	المعارضة الأوكرانية تطالب باستقالة يانوكوفيتش
train	main-news	headlines	2015	0413	0.80	فيضانات مفاجئة تقتل 58 شخصا في شرق أفغانستان	إصابة 16 شخصا في انفجار قنبلة شرق أفغانستان
train	main-news	headlines	2015	0414	5.00	المحققون يحققون في دوافع مطلق النار في مطار لوس أنجلوس	المحققون يحققون في دوافع مطلق النار في مطار لوس أنجلوس
train	main-news	headlines	2015	0416	5.00	غضب بعد ظهور تقارير عن اغتصاب فتاة هندية تبلغ من العمر 6 سنوات في المدرسة	غضب بعد اغتصاب فتاة هندية، 6 سنوات، في مدرستها
train	main-news	headlines	2015	0419	4.60	جانيت يلين تصبح أول امرأة تتولى رئاسة الاحتياطي الفيدرالي	مجلس الشيوخ الأمريكي يؤكد تعيين جانيت يلين رئيسة للاحتياطي الفيدرالي الأمريكي
train	main-news	headlines	2015	0422	3.80	القوى العالمية وإيران بقيادة روحاني تعيد إحياء المحادثات النووية	القوى العالمية تسعى إلى تحقيق تقدم نادر في المحادثات النووية الإيرانية
train	main-news	headlines	2015	0425	1.20	جماعة الإخوان المسلمين محظورة في مصر	الجيش له اليد العليا في مصر
train	main-news	headlines	2015	0427	2.80	توقع المزيد من الوفيات في انفجار قطار النفط في كندا	خمسة قتلى في حادث قطار في كندا
train	main-news	headlines	2015	0430	0.40	الفلبين تؤجل التعليق على هجوم الصيادين التايوانيين	نفوذ بن لادن المستمر يظهر في الهجوم على المركز التجاري في كينيا
train	main-news	headlines	2015	0432	1.60	حشود وكبار الشخصيات يتجمعون في حفل تأبين مانديلا	"أوباما يلتقط ""سيلفي"" في جنازة مانديلا"
train	main-news	headlines	2015	0437	1.80	أوباما يدعو الإسرائيليين والفلسطينيين إلى ضبط النفس	أوباما يلتقي المفاوضين الإسرائيليين والفلسطينيين
train	main-news	headlines	2015	0439	4.20	روسيا تطلق سراح طبيب منظمة السلام الأخضر	محكمة روسية تفرج عن طبيب سفينة غرينبيس بكفالة
train	main-news	headlines	2015	0440	0.20	العثور على حطام الطائرة الروسية بعد عام	روسيا تخلي سفارتها في ليبيا بعد الهجوم
train	main-news	headlines	2015	0441	4.00	17 قتيلا في هجوم بطائرة أمريكية بدون طيار على حفل زفاف في اليمن	طائرة أمريكية بدون طيار تقتل عن طريق الخطأ 14 شخصا في قافلة زفاف باليمن
train	main-news	headlines	2015	0442	1.00	مؤشر التصنيع الصيني عند أدنى مستوى في 11 شهرًا: HSBC	التصنيع في الصين يتوسع في سبتمبر
train	main-news	headlines	2015	0445	0.40	فرنسا تحظر مسابقات ملكات جمال الأطفال	فيسبوك يختبر خدمة الدفع عبر الهاتف المحمول
train	main-news	headlines	2015	0446	1.80	اليوم في التاريخ، 2 ديسمبر	اليوم في التاريخ 23 أبريل
train	main-news	headlines	2015	0451	1.80	سفن تدربية لنقل الأسلحة الكيميائية السورية	الأمم المتحدة تتبنى قرار الأسلحة الكيميائية السورية
train	main-news	headlines	2015	0452	0.60	ارتفاع عدد قتلى انهيار مبنى في مومباي بالهند إلى 29 شخصا	ارتفاع عدد قتلى انهيار منجم في إندونيسيا إلى 12 شخصا
train	main-news	headlines	2015	0455	1.40	المتطرفون يعلنون مسؤوليتهم عن هجمات النيجر	جماعة يونانية متشددة تعلن مسؤوليتها عن عمليات القتل في الفجر الذهبي
train	main-news	headlines	2015	0460	3.80	القوات الموالية لروسيا تدخل القاعدة البحرية الأوكرانية في شبه جزيرة القرم	قوات القرم تقتحم مقر البحرية الأوكرانية
train	main-news	headlines	2015	0461	4.20	العثور على جثة قطب الشحن الكوري الجنوبي المفقود في الميدان	كارثة العبارة سيول: العثور على جثة قطب الشحن الكوري الجنوبي
train	main-news	headlines	2015	0465	2.20	لا يوجد تحديث لحالة نيلسون مانديلا	تحسن حالة نيلسون مانديلا
train	main-news	headlines	2015	0467	2.00	أوكرانيا: مقتل تسعة أشخاص في اشتباكات في كييف	أوكرانيا تمارس ضغوطا بسبب اشتباكات كييف
train	main-news	headlines	2015	0470	4.20	بعثات مراقبة جوية أمريكية للمساعدة في العثور على الفتيات النيجيريات المختطفات	طائرات المراقبة الأمريكية تنضم إلى عملية البحث عن الفتيات النيجيريات المختطفات
train	main-news	headlines	2015	0478	3.80	تم تعميد الأمير جورج في قصر سانت جيمس	تم تعميد الأمير جورج في لندن
train	main-news	headlines	2015	0479	4.00	مونتي بايثون يجتمع مجددًا في عرض جديد	مونتي بايثون يجتمع على خشبة المسرح
train	main-news	headlines	2015	0480	0.20	وزير الخارجية الإيطالي يجتمع مع نائب رئيس غانا	رئيس الوزراء البلجيكي يبعث بتعازيه للضحايا
train	main-news	headlines	2015	0482	1.40	قالت الشرطة إن المسلح الذي احتجز رجال الإطفاء في ضواحي أتلانتا كرهائن قد مات الآن	The Lede: فيديو: مسلح يأخذ رجال الإطفاء كرهائن في جورجيا
train	main-news	headlines	2015	0483	5.00	قضية برادلي مانينغ وويكيليكس تتحول إلى إصدار حكم	قضية مانينغ ويكيليكس تتحول إلى مرحلة إصدار الحكم
train	main-news	headlines	2015	0485	2.40	استطلاع مصر: 98% صوتوا بنعم على الدستور الجديد	مصر تجري تصويتا حاسما على الدستور
train	main-news	headlines	2015	0486	4.60	إيران والقوى العالمية الست توقعان اتفاقا نوويا تاريخيا	إيران والقوى العالمية تتفقان على الاتفاق النووي
train	main-news	headlines	2015	0492	1.00	قوات الاحتلال تعتقل 6 فلسطينيين في مداهمات ليلية بالضفة الغربية	وتصنف إسرائيل سكان القدس الأصليين على أنهم غير مواطنين
train	main-news	headlines	2015	0493	2.80	"لاهاي ""مخاوف بشأن سير"" انتخابات زيمبابوي"	"زيمبابوي: ""مخاوف جسيمة"" بشأن الانتخابات"
train	main-news	headlines	2015	0494	0.60	وأغلقت أسهم هونج كونج على ارتفاع	الأسهم الهندية تفتتح على ارتفاع
train	main-news	headlines	2015	0495	0.40	كبار الشخصيات يشيدون ببول ديسمارايس	النجوم يشيدون بجيمس غارنر
train	main-news	headlines	2015	0497	4.20	رحلات جوية إلى الجنوب الغربي بسبب خلل في الكمبيوتر	تأخرت الرحلات الجوية الجنوبية الغربية، وتم إلغاؤها بعد خلل في الكمبيوتر
train	main-news	headlines	2015	0498	3.60	سفارة الفاتيكان في سوريا تتعرض لقصف بقذائف الهاون	سفارة الفاتيكان في سوريا تتعرض لقصف بقذائف الهاون؛ وقوع إصابات
train	main-news	headlines	2015	0501	4.20	كوريا الشمالية تمنع الوصول إلى المنطقة الصناعية المشتركة	كوريا الشمالية تمنع الوصول إلى المنطقة الصناعية الرئيسية
train	main-news	headlines	2015	0503	2.80	مسلحون إسلاميون يقتلون 9 سائحين أجانب وباكستاني واحد	مسلحون يقتلون 11 سائحاً أجنبياً في باكستان
train	main-news	headlines	2015	0506	1.00	"القوات ""الغربية"" تهاجم قاعدة للمتشددين الإسلاميين في الصومال"	وتتدافع القوى الغربية لتكوين صداقات مع مودي
train	main-news	headlines	2015	0508	3.80	هونغ كونغ تستعد لمسيرة ديمقراطية ضخمة في ذكرى تسليمها	هونغ كونغ تستعد لمسيرة ديمقراطية ضخمة
train	main-news	headlines	2015	0510	3.00	انتحاري يقتل 20 شخصا في العراق	انتحاري يهاجم مدرسة ابتدائية في العراق ويقتل 15 شخصا
train	main-news	headlines	2015	0514	0.40	دفن خمسة أطفال أحياء في انهيار أرضي في بوهول	مقتل تسعة أطفال في هجوم بأفغانستان
train	main-news	headlines	2015	0515	3.00	مقتل 6 أشخاص بسبب الحمم الساخنة أثناء ثوران بركان إندونيسيا	خمسة قتلى في ثوران بركان بإندونيسيا
train	main-news	headlines	2015	0516	0.60	مقتل 11 شخصا على الأقل في انهيار مبنى بالهند	مقتل 66 شخصا على الأقل في تفجيرات بالعراق
train	main-news	headlines	2015	0518	2.80	بدء الانتخابات الرئاسية في مصر	مصر تصدر قانون الانتخابات الرئاسية الذي طال انتظاره
train	main-news	headlines	2015	0519	4.40	ابن المبشر الأمريكي الشهير ينتحر قتل ابن المبشر الأمريكي الشهير ريك وارن نفسه.	ابن المبشر الأمريكي الشهير وارن يقتل نفسه
train	main-news	headlines	2015	0524	0.00	البرلمان الإيطالي يدعم رئيس الوزراء الجديد	خروج قطار عن مساره يقتل 4 أشخاص في نيويورك
train	main-news	headlines	2015	0525	0.40	المشرعون الروس يوافقون على مشروع قانون جديد يقيد الإنترنت	"روسيا تقول إن ""أجساما باليستية"" أطلقت في البحر المتوسط"
train	main-news	headlines	2015	0529	3.40	إعصار هايان القوي، أقوى إعصار الموسم، يضرب الفلبين	الإعصار الكبير هايان يقترب من الفلبين
train	main-news	headlines	2015	0530	0.00	الناتو يدين القمع في أوكرانيا	السندات التايلاندية هي الأفضل في المنطقة
train	main-news	headlines	2015	0532	1.20	الصين تحقق في صادرات الاتحاد الأوروبي من النبيذ	تشتد حرارة التحقيق في كريستي
train	main-news	headlines	2015	0538	3.60	كونان أوبراين في عشاء مراسلي البيت الأبيض	أوباما وأوبراين يلقيان نسختهما من عشاء مراسلي البيت الأبيض في العاصمة
train	main-news	headlines	2015	0541	3.00	اتهام المشتبه به في تفجير بوسطن؛ الدافع الديني ينظر إليه	اتهام المشتبه به في تفجير بوسطن بالمستشفى
train	main-news	headlines	2015	0543	1.40	تباينت الأسواق الآسيوية بسبب بيانات التجارة الصينية	الأسواق الآسيوية تتراجع بسبب مخاوف تحفيز البنك المركزي
train	main-news	headlines	2015	0544	4.80	وفاة أكبر معمرة في العالم في اليابان عن عمر يناهز 116 عاما	جيرويمون كيمورا: وفاة أكبر معمرة في العالم عن عمر يناهز 116 عامًا
train	main-news	headlines	2015	0545	1.40	أسعار صرف العملات الأجنبية في الهند	أسعار صرف العملات الأجنبية في سنغافورة
train	main-news	headlines	2015	0546	3.60	دمرت حرائق الغابات في كولورادو أكثر من 90 منزلاً مع تفاقم الرياح	قد تكون حرائق الغابات في كولورادو أكبر تدمير للممتلكات في تاريخ الولاية
train	main-news	headlines	2015	0554	2.00	زلزال بقوة 6.3 درجة يضرب جزيرة إندونيسية	زلزال بقوة 6 درجات يضرب تايلاند
train	main-news	headlines	2015	0556	2.00	الحكومة الأمريكية والأفغانية تعقدان محادثات سلام مع طالبان	باكستان تجري محادثات مباشرة مع طالبان
train	main-news	headlines	2015	0560	3.00	أخبار الإرهاب والنزاع الإسرائيلي الفلسطيني (22-28 يناير، 2014)	أخبار الإرهاب والنزاع الإسرائيلي الفلسطيني (31 يوليو – 6 أغسطس 2013)
train	main-news	headlines	2015	0564	1.60	"""إما أن الوقت متأخر جدًا أو مبكر جدًا للتدخل في سوريا"""	الأمين العام للأمم المتحدة: المفتشون بحاجة إلى 4 أيام لإنهاء التحقيق في سوريا
train	main-news	headlines	2015	0568	1.00	فريق التفاوض النووي الإيراني يغادر إلى كازاخستان	برنامج إيران النووي كلف طهران أكثر من 100 مليار دولار
train	main-news	headlines	2015	0569	0.80	طلبيات المصانع الأمريكية تنخفض 0.7% في يناير	طلبيات المصانع الألمانية تنتعش في يناير
train	main-news	headlines	2015	0574	5.00	مسلحون يحاصرون وزارة الخارجية الليبية لدفع المطالب	مسلحون يحاصرون وزارة الخارجية الليبية لدفع المطالب
train	main-news	headlines	2015	0576	0.60	ارتفاع عدد قتلى الإعصار إلى 3633	ارتفاع عدد الوفيات في مصر إلى 638
train	main-news	headlines	2015	0577	4.20	الرئيس الأوغندي يوقع مشروع قانون مناهض للمثليين	الرئيس الأوغندي يوقع قانونًا صارمًا لمكافحة المثليين
train	main-news	headlines	2015	0578	1.80	البرلمان الروسي يسمح لبوتين باستخدام الجيش في أوكرانيا	روسيا ليس لديها نية لضم جنوب شرق أوكرانيا: وزير الخارجية
train	main-news	headlines	2015	0579	4.40	تبرئة برادلي مانينغ من تهمة مساعدة العدو	تبرئة جندي موقع ويكيليكس برادلي مانينغ من تهمة مساعدة العدو
train	main-news	headlines	2015	0582	0.60	مجموعة السبع تعتزم تشديد العقوبات على روسيا	أوكرانيا تخشى الغزو الروسي
train	main-news	headlines	2015	0584	5.00	طائرة تابعة لفرق الروك تهبط اضطراريا في مدينة إيل.	طائرة فرق الروك تقوم بهبوط اضطراري في مدينة مريضة.
train	main-news	headlines	2015	0587	0.80	رئيس الوزراء الروسي في اليوم الثاني من زيارته لشبه جزيرة القرم	روسيا تحذر من وضع شروط مسبقة لسوريا
train	main-news	headlines	2015	0590	4.60	القاضي يوافق على إطعام نزلاء كاليفورنيا بالقوة	قاض أمريكي يوافق على الإطعام القسري للسجناء المضربين عن الطعام في كاليفورنيا
train	main-news	headlines	2015	0591	4.00	عنف العصابات يقتل 16 شخصا في سجن فنزويلي	مقتل ستة عشر في سجن فنزويلا
train	main-news	headlines	2015	0597	3.40	عدد القتلى العسكريين الأمريكيين في أفغانستان يصل إلى 2153	قتلى الجيش الأمريكي في أفغانستان
train	main-news	headlines	2015	0598	1.40	مسؤول أمريكي: إسرائيل والفلسطينيون يسعون لعقد اجتماع آخر يوم الاثنين	الفلسطينيون: لا نريد أن تفشل مهمة كيري
train	main-news	headlines	2015	0600	3.80	تستهدف العاصفة الاستوائية كارين ساحل الخليج الأمريكي	تستعد العاصفة الاستوائية كارين للوصول إلى اليابسة
train	main-news	headlines	2015	0606	4.80	وفاة شيموس هيني، شاعر التربة والصراع الأيرلندي، عن عمر يناهز 74 عاماً	وفاة شيموس هيني، شاعر أيرلندي وحائز على جائزة نوبل، عن عمر يناهز 74 عاماً
train	main-news	headlines	2015	0609	4.60	الإسلاميون في بنغلادش يتظاهرون ضد المدونين الملحدين	الإسلاميون البنغلاديشيون يتجمعون للمطالبة باتخاذ إجراءات ضد المدونين الملحدين
train	main-news	headlines	2015	0610	4.00	تحطم طائرة الخطوط الجوية الماليزية MH17 في شرق أوكرانيا	تحطم طائرة الخطوط الجوية الماليزية على الحدود الأوكرانية الروسية
train	main-news	headlines	2015	0611	1.80	انتحاري يقتل 13 شخصا في مطعم بوسط الصومال	مقتل 4 أشخاص على الأقل في هجوم انتحاري في كابول
train	main-news	headlines	2015	0612	5.00	أنتوني وينر يتراجع إلى المركز الرابع في الاستطلاع الجديد	يتراجع وينر إلى المركز الرابع في استطلاع عمدة مدينة نيويورك الجديد
train	main-news	headlines	2015	0621	0.60	وتتهم الهند الصين بعبور الحدود الفعلية	مجلس الشيوخ ومجلس النواب في مسار تصادمي بشأن أموال الحدود
train	main-news	headlines	2015	0622	2.80	"الحكم على امرأة سودانية حامل تزوجت من رجل مسيحي بالإعدام بتهمة ""الردة"""	السودان يفرج عن امرأة مسيحية محكوم عليها بالإعدام بتهمة الردة
train	main-news	headlines	2015	0623	5.00	نقلت زوجة وزير الخارجية الأمريكي كيري إلى المستشفى	نقل زوجة وزير الخارجية الأمريكي جون كيري إلى المستشفى
train	main-news	headlines	2015	0627	3.80	"كيري ينتهج ""استراتيجية هادئة"" في عملية السلام في الشرق الأوسط"	كيري يلتقي القادة الإسرائيليين لدفع عملية السلام في الشرق الأوسط
train	main-news	headlines	2015	0630	3.60	كوريا الشمالية تقول إنها ستستأنف تشغيل مفاعلها النووي	كوريا الشمالية تعرض إجراء محادثات: قد يتم إعادة فتح المجمع
train	main-news	headlines	2015	0632	4.00	القضاء المصري ينظر في إطلاق سراح مبارك	القضاء المصري يأمر بالإفراج عن مبارك
train	main-news	headlines	2015	0633	0.80	الشرطة الأفغانية: انتحاري يقتل ثمانية ويصيب 13 في العاصمة الأفغانية	مقتل 4 أشخاص في تفجير انتحاري في المدينة القديمة بالعاصمة السورية
train	main-news	headlines	2015	0637	1.20	اتهام المشتبه به في تفجير بوسطن بالمستشفى	بعد أسبوع واحد: بوسطن تكرم ضحايا التفجيرات؛ المشتبه به غير قادر على الكلام
